DocID,NetSales,OperatingIncome,TotalAssets,NetAssets,EquityToAssetRatio,NumberOfIssuedShares,NetIncome
S100K3RL,905781000000,112967000000,8285772000000,754942000000,0.091,0.0524,
S100K3S4,137751000000,32878000000,323619000000,213599000000,0.660,0.0119,
S100K3S7,230782000000,11078000000,498212000000,249483000000,0.4818,0.0305,7924000000
S100K3UA,1605673000000,94847000000,3136408000000,1682650000000,0.536,0.0025,
S100K3UL,60265000000,11534000000,343447000000,306332000000,0.892,0.0500,
S100K3W5,4105301000,313533000,6009687000,2511101000,0.418,"(4) 【発行済株式総数、資本金等の推移】 年月日発行済株式総数増減数(株)発行済株式総数残高(株)資本金増減額(千円)資本金残高(千円)資本準備金増減額(千円)資本準備金残高(千円)2020年９月30日－2,598,500－270,882－170,882  ",244170000
S100K3WC,1311726000,251734000,2401801000,1645302000,0.685,0.0240,278687000
S100K3WI,118429000000,4542000000,222188000000,131670000000,0.591,0.018,3420000000
S100K3X3,846625000000,103324000000,1080301000000,510506000000,0.454,0.0013,72458000000
S100K3XS,760206000000,55580000000,1934042000000,821764000000,0.354,0.022,28839000000
S100K3XX,893832000000,,2321180000000,597211000000,0.257,0.0406,
S100K3Y1,2257770000,277888000,11719059000,10336738000,0.870,0.0000,214113000
S100K3YW,146696000000,3177000000,255401000000,57300000000,0.224,0.0004,
S100K3Z0,106282000000,11176000000,301564000000,135305000000,0.443,0.0108,5205000000
S100K3Z6,478956000000,20116000000,344559000000,158261000000,0.414,0.0215,-5177000000
S100K3ZB,667098000000,46227000000,446593000000,249132000000,0.553,0.0021,32239000000
S100K3ZL,714791000000,26508000000,791426000000,292889000000,0.370,0.0044,
S100K3ZQ,2290982000,92899000,1786824000,1083921000,0.607,0.0323,61513000
S100K40Y,57758278000,3310667000,80679179000,18490170000,0.210,－,1893408000
S100K415,78289000000,291000000,183199000000,72937000000,0.289,0.0345,-4222000000
S100K432,269523000000,50394000000,513623000000,468127000000,0.911,0.0002,42799000000
S100K43X,106989000000,12975000000,186945000000,103958000000,0.552,0.0713,9153000000
S100K44Y,2179389000000,209324000000,4454545000000,1737753000000,0.380,0.0181,147390000000
S100K45N,712621000000,16232000000,2178265000000,1325428000000,0.551,0.0033,69011000000
S100K46P,751277000000,61787000000,1989191000000,956087000000,0.481,0.0174,
S100K47S,74642000000,6957000000,183163000000,148936000000,0.777,0.0740,4120000000
S100K47Y,5063069000000,130865000000,8493117000000,2650441000000,0.312,0.0022,
S100K482,120762000000,15918000000,285024000000,213027000000,0.745,0.0258,10969000000
S100K488,318487000000,36526000000,692490000000,419391000000,0.606,0.0077,
S100K492,1321483000000,26163000000,1688751000000,407479000000,0.169,0.0001,14902000000
S100K49A,31091000000,8642000000,87489000000,69734000000,0.797,81846816,5802000000
S100K4AZ,486343000,96043000,6966703000,533740000,0.0766,－,81641000
S100K4BP,4221327000000,,9719596000000,3341211000000,0.344,0.0011,
S100K4BS,2373104000000,551964000000,8733551000000,1096657000000,0.126,0.0060,
S100K4CH,1068642000000,101694000000,2590652000000,1416018000000,0.538,0.0043,77863000000
S100K4CR,5542630000,1429790000,55145244000,30677582000,0.556,0.0435,993384000
S100K4D3,786542000000,210532000000,3085213000000,2606952000000,0.823,0.0034,165025000000
S100K4D8,465739000000,33361000000,877913000000,391812000000,0.4463,0.0530,
S100K4DI,37716000000,4621000000,779702000000,132348000000,0.166,0.0019,5245000000
S100K4DL,2639830000000,,4800408000000,2811300000000,0.545,0.2159,
S100K4E5,121089000000,20922000000,404084000000,275233000000,0.681,0.0717,
S100K4F5,2636602000000,,8202865000000,2707694000000,0.330,0.0013,
S100K4FF,480559000000,43307000000,1194807000000,477491000000,0.400,0.0114,
S100K4FS,824737000000,15836000000,2036653000000,505028000000,0.230,0.0028,11123000000
S100K4GF,1654846000000,27947000000,1649707000000,578619000000,0.290,0.1413,16567000000
S100K4GH,187263000000,20402000000,334448000000,193076000000,0.577,0.0012,
S100K4I1,2008048000,-3536352000,5665800000,3869150000,0.577,24362681,-3640556000
S100K4I7,195168000000,12830000000,690676000000,507064000000,0.727,0.0290,3154000000
S100K4IA,145457000000,7630000000,254269000000,128234000000,0.488,0.0001,5916000000
S100K4IJ,149726000000,11020000000,205993000000,121312000000,0.579,0.0847,7928000000
S100K4KF,192147000000,,5234776000000,450222000000,0.086,0.0000,
S100K4KL,1120665000000,36957000000,1865294000000,293129000000,0.147,0.0021,27397000000
S100K4KW,14548000000,-7010000000,177988000000,46335000000,0.255,"（４）【発行済株式総数、資本金等の推移】年月日発行済株式総数増減数（株）発行済株式総数残高（株）資本金増減額（百万円）資本金残高（百万円）資本準備金増減額（百万円）資本準備金残高（百万円）2020年８月15日（注）１普通株式66,100普通株式156,216,46413941,58013941,5592020年７月１日～2020年９月30日（注）２普通株式369,490普通株式156,585,95422441,80422441,783　（注）１．2020年７月16日付の取締役会決議により、2020年８月15日付で譲渡制限株式ユニット（ＲＳＵ）付与制度に基づき、新株式を発行しました。当該新株式の発行により、発行済株式総数が66,100株、資本金及び資本準備金がそれぞれ139百万円増加しております。割当先　　　　当社子会社の従業員110名発行価格 　　　　4,215円資本組入額 　　　2,108円２．新株予約権の行使によるものであります。３．2020年10月１日から2020年10月31日までの間に、新株予約権の行使により、発行済株式総数が176,556株、資本金及び資本準備金がそれぞれ68百万円増加しております。 ",-7113000000
S100K4L5,312798000000,15959000000,441502000000,176738000000,0.396,0.0069,10063000000
S100K4LG,1802000000,41000000,3527000000,1925000000,0.545,0.0393,199000000
S100K4M3,148190000000,3439000000,371415000000,174752000000,0.470,0.0795,2382000000
S100K4MA,201960000000,23732000000,613949000000,397625000000,0.587,0.0617,20657000000
S100K4ND,293615000,-683906000,9581802000,9422466000,0.974,66057401,-896610000
S100K4O4,216296000000,19100000000,368582000000,237348000000,0.630,0.0470,13266000000
S100K4O7,101014000000,9969000000,205558000000,122544000000,0.592,0.0218,7040000000
S100K4QA,163635000000,63196000000,927148000000,820134000000,0.885,0.0043,
S100K4QM,414234000000,43635000000,766263000000,375270000000,0.488,0.0350,30168000000
S100K4RC,170075000,-2358558000,13360158000,12992575000,0.967,－,-2770714000
S100K4RS,15512000000,4979000000,84567000000,66378000000,0.785,0.0000,3557000000
S100K4SF,2623725000000,279089000000,4149955000000,2246027000000,0.541,0.0134,
S100K4SO,7723892000000,,17532294000000,5422301000000,0.309,0.0042,
S100K4TD,3047183000000,73100000000,8026392000000,3197355000000,0.398,0.0298,
S100K4TE,27396000000,2889000000,63511000000,32850000000,0.517,0.057,
S100K4TW,259768000000,44874000000,916502000000,291354000000,0.318,0.0143,
S100K4VT,1966980000,2083000,1111044000,764457000,0.688,0.0360,4366000
S100K4VY,198345000000,11664000000,387978000000,309256000000,0.7684,0.0785,9571000000
S100K4WB,300415000000,18424000000,334086000000,218858000000,0.655,0.0594,12952000000
S100K4WO,564830000,-432284000,7000290000,6600812000,0.939,0.0004,-436095000
S100K4X6,1755446000000,118606000000,3278578000000,1722231000000,0.432,0.0115,79303000000
S100K4XD,640422000000,6213000000,1071966000000,562760000000,0.518,0.0968,-3459000000
S100K4Y4,154940000000,19162000000,571453000000,437558000000,0.766,0.0319,
S100K4YR,889858000,166879000,923214000,732349000,0.793,922800,128953000
S100K4YT,9096349000,375385000,17114693000,9264795000,0.541,0.0939,217959000
S100K4ZC,29010000000,8662000000,92338000000,70364000000,0.762,0.0176,6271000000
S100K4ZF,311146000,-152861000,4798458000,4181449000,0.553,0.0000,-213911000
S100K501,199167000000,11064000000,341124000000,158995000000,0.461,0.0438,6945000000
S100K51W,457977000,139868000,1985798000,1292754000,0.651,5197350,89716000
S100K522,91718000000,10046000000,242149000000,100953000000,0.4110,0.0025,6739000000
S100K531,86830000000,12897000000,241328000000,180983000000,0.7466,0.0198,9543000000
S100K53L,38792000000,17907000000,219445000000,181878000000,0.820,0.2030,12232000000
S100K53P,799050000000,60320000000,3158298000000,2377059000000,0.752,0.0402,
S100K53R,112054000000,36688000000,1929274000000,420492000000,0.201,0.001,21085000000
S100K546,3842000000,57000000,8899000000,4114000000,0.462,0.025,8000000
S100K557,210681000000,17858000000,630953000000,415562000000,0.613,0.0053,11683000000
S100K559,1131795000,290176000,1091378000,708673000,0.649,2000000,179055000
S100K55L,89735000000,7009000000,157556000000,117818000000,0.748,0.0401,3943000000
S100K566,579438000000,137573000000,5151095000000,1283355000000,0.249,0.0045,93224000000
S100K56A,4537233000,-558933000,5049061000,2050992000,0.390,0.000,-234742000
S100K56W,5391037000,676095000,6555871000,4825670000,0.736,0.0000,433721000
S100K570,344535000000,20474000000,2712555000000,303373000000,0.099,0.0070,13720000000
S100K57Q,254421000000,6723000000,270862000000,135485000000,0.489,0.0148,3052000000
S100K57X,57936000000,31870000000,68410143000000,285158000000,0.004,"（４）【発行済株式総数、資本金等の推移】年月日発行済株式総数増減数（株）発行済株式総数残高（株）資本金増減額（百万円）資本金残高（百万円）資本準備金増減額（百万円）資本準備金残高（百万円）2020年７月１日～2020年９月30日－536,351,448－11,500－3,000",
S100K584,204419000,-299708000,4752875000,4666951000,0.982,10559595,-84025000
S100K58Z,980586000000,90592000000,1535579000000,721172000000,0.470,0.0000,
S100K5A9,27660000000,1374000000,97217000000,50758000000,0.519,0.058,326000000
S100K5AO,2447552000,625854000,6915885000,5662947000,0.819,9687400,394205000
S100K5B9,345402000000,11077000000,490907000000,169294000000,0.3054,0.0026,7829000000
S100K5CA,577288000000,13886000000,1254225000000,583582000000,0.458,0.0402,7595000000
S100K5CT,925292000,-103939000,5271834000,3888861000,0.737,－,-112737000
S100K5DQ,3844424000000,140292000000,6626202000000,1866376000000,0.282,0.0490,
S100K5ED,60985000000,6937000000,209966000000,69036000000,0.329,0.0008,
S100K5ER,90428000000,10393000000,199469000000,135006000000,0.670,0.0340,7305000000
S100K5FD,247015000000,21684000000,1731031000000,547709000000,0.308,0.0487,12468000000
S100K5FH,422404000000,,1717452000000,992633000000,0.578,0.0551,
S100K5FU,1102951000000,71582000000,5464655000000,2632531000000,0.4817,0.0471,
S100K5GQ,503774000000,65060000000,1766910000000,1147147000000,0.574,0.0644,43368000000
S100K5GU,2644038000,217341000,4630496000,2268975000,0.490,"(4) 【発行済株式総数、資本金等の推移】 年月日発行済株式総数増減数(株)発行済株式総数残高(株)資本金増減額(千円)資本金残高(千円)資本準備金増減額(千円)資本準備金残高(千円)2020年９月30日－3,079,000－1,113,012－649,551  ",148153000
S100K5HK,196199000000,10343000000,348111000000,131101000000,0.354,0.0009,6431000000
S100K5IH,1660556000,61434000,7651706000,1961557000,0.248,0.0289,20417000
S100K5IQ,707029000000,,1952697000000,861568000000,0.439,0.0252,
S100K5JQ,145751000000,16662000000,341725000000,208860000000,0.611,0.0634,12731000000
S100K5JY,67714000000,8726000000,180254000000,127957000000,0.710,0.1002,
S100K5K6,1206708000,86057000,3861508000,1948258000,0.505,2106900,57562000
S100K5KI,896102000,108662000,2240567000,1759739000,0.785,5888400,71672000
S100K5KN,19372000000,8512000000,59815000000,47518000000,0.794,0.0000,5691000000
S100K5KQ,259153000000,40908000000,497267000000,271873000000,0.519,0.0546,40893000000
S100K5LR,594916000000,10586000000,1648667000000,366241000000,0.2012,0.0364,-4870000000
S100K5MQ,22387514000,3518815000,26424435000,19302460000,0.730,0.0001,2268436000
S100K5NB,165535000000,14601000000,439744000000,302519000000,0.681,0.1169,9870000000
S100K5NH,1132134000000,,3480787000000,2245789000000,0.585,0.2231,
S100K5OW,983432000,-271801000,8268774000,7647017000,0.925,40610200,-271106000
S100K5PV,72729000000,6652000000,73804000000,41254000000,0.548,0.0360,4598000000
S100K5PZ,722978000,54254000,2242759000,1374801000,0.613,8190000,58002000
S100K5QG,248428000000,60939000000,1064186000000,839495000000,0.789,0.0990,43084000000
S100K5QP,2730813000,-280312000,6826362000,1434134000,0.210,"(4) 【発行済株式総数、資本金等の推移】 年月日発行済株式総数増減数(株)発行済株式総数残高(株)資本金増減額(千円)資本金残高(千円)資本準備金増減額(千円)資本準備金残高(千円)2020年７月１日～2020年９月30日（注）１16,00020,449,4005602,277,2035601,087,228 （注）１．新株予約権の行使による増加であります。２．2020年10月９日を払込期日とする海外市場における募集による増資により、発行済株式総数が1,200,000株、資本金及び資本準備金がそれぞれ6,226,560千円増加しております。３．2020年10月１日から2020年10月31日までの間に、新株予約権の行使により発行済株式数が132,800株、資本金及び資本準備金がそれぞれ4,648千円増加しております。 ",-283304000
S100K5RX,910481000000,46169000000,2436352000000,1154134000000,0.469,0.0032,28349000000
S100K5RY,1550534000000,159844000000,2935011000000,1101070000000,0.375,0.0003,
S100K5SX,231624000000,20986000000,377171000000,273804000000,0.712,0.0095,15289000000
S100K5T2,4250402000,-666783000,2724126000,1544359000,0.567,36233600,-764484000
S100K5V0,529748000000,24992000000,958939000000,347543000000,0.328,0.0016,12591000000
S100K5V1,２  地域ごとの情報当社グループの本邦以外の外部顧客に対する取引及び当社グループの本邦以外に所在している有形固定資産については、重要性が乏しいことから、記載を省略しております。,11654000000,18627554000000,1179164000000,0.0630,1264616000,31295000000
S100K5VU,316821000000,19807000000,279682000000,180685000000,0.646,0.0204,13532000000
S100K5VV,82041000000,25503000000,104055000000,88871000000,0.801,0.2870,16805000000
S100K5WI,144416000000,5725000000,399848000000,259895000000,0.6251,0.0043,3593000000
S100K5WT,31820578000,1711806000,55259769000,38273050000,0.692,0.0637,1169480000
S100K5XP,44949000000,1111000000,218801000000,71662000000,0.327,0.0474,399000000
S100K5Y9,1184211000,41368000,3691337000,2374199000,0.643,0.0000,12868000
S100K5YD,770077000000,60008000000,812656000000,262130000000,0.3238,0.0008,42884000000
S100K5YN,,43796000000,1720852000000,437410000000,0.251,0.0010,28118000000
S100K5YS,295127000,-66509000,445013000,270484000,0.580,"(4) 【発行済株式総数、資本金等の推移】 年月日発行済株式総数増減数(株)発行済株式総数残高(株)資本金増減額（千円）資本金残高（千円）資本準備金増減額（千円）資本準備金残高（千円）2020年７月１日～2020年９月30日－2,109,186－800,961－797,961  ",-64902000
S100K5ZJ,3832846000,998414000,19026491000,17405095000,0.910,125910400,701148000
